"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"WINAQ"	"UNE"	"VALOR"	"UNIONISTA"	"FCN_NACION"	"VIVA"	"PPT"	"UCN"	"CONVERGENCIA"	"EG"	"CREO"	"SEMILLA"	"FUERZA"	"PC"	"PODEMOS"	"BIEN"	"LIBRE"	"URNG_MAIZ"	"VICTORIA"	"UNIDOS"	"PHG"	"PAN"	"AVANZA"	"MLP"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"4304"	"3"	"1"	"16"	"2"	"400"	"9"	"3"	"12"	"14"	"14"	"26"	"2"	"26"	"0"	"1"	"0"	"4"	"6"	"20"	"4"	"8"	"1"	"2"	"9"	"8"	"3"	"1"	"30"	"11"	"1"	"3"	"0"	"0"	"0"	"0"	"218"	"218"	"38"	"6"	"0"	"262"	"262"	"1"	"0"
"4305"	"3"	"1"	"16"	"2"	"399"	"12"	"3"	"8"	"18"	"16"	"30"	"5"	"23"	"0"	"1"	"0"	"4"	"9"	"24"	"14"	"6"	"2"	"6"	"10"	"9"	"3"	"3"	"22"	"11"	"0"	"5"	"0"	"0"	"0"	"0"	"244"	"244"	"10"	"5"	"11"	"259"	"259"	"1"	"0"
"4306"	"3"	"1"	"16"	"2"	"400"	"5"	"4"	"7"	"25"	"13"	"31"	"7"	"13"	"1"	"3"	"2"	"8"	"11"	"16"	"7"	"5"	"1"	"6"	"12"	"10"	"1"	"1"	"17"	"8"	"0"	"7"	"0"	"0"	"0"	"0"	"221"	"221"	"25"	"12"	"0"	"258"	"258"	"1"	"0"
"4307"	"3"	"1"	"16"	"2"	"400"	"8"	"4"	"11"	"19"	"10"	"32"	"9"	"13"	"0"	"4"	"2"	"3"	"7"	"14"	"7"	"5"	"3"	"6"	"9"	"8"	"2"	"3"	"19"	"7"	"0"	"2"	"0"	"0"	"0"	"0"	"207"	"207"	"17"	"18"	"0"	"242"	"242"	"1"	"0"
"4308"	"3"	"1"	"16"	"2"	"400"	"8"	"8"	"7"	"26"	"11"	"26"	"6"	"15"	"0"	"3"	"4"	"7"	"7"	"13"	"3"	"7"	"0"	"6"	"6"	"5"	"1"	"4"	"19"	"10"	"3"	"3"	"0"	"0"	"0"	"0"	"208"	"208"	"24"	"10"	"0"	"242"	"242"	"1"	"0"
"4309"	"3"	"1"	"16"	"2"	"400"	"11"	"6"	"13"	"17"	"15"	"21"	"9"	"13"	"0"	"2"	"1"	"2"	"8"	"21"	"5"	"7"	"4"	"5"	"6"	"8"	"5"	"2"	"22"	"11"	"3"	"6"	"0"	"0"	"0"	"0"	"223"	"223"	"29"	"7"	"0"	"259"	"259"	"1"	"0"
"4310"	"3"	"1"	"16"	"2"	"400"	"5"	"4"	"17"	"8"	"19"	"38"	"5"	"13"	"3"	"5"	"3"	"1"	"5"	"21"	"10"	"3"	"1"	"4"	"7"	"4"	"1"	"5"	"31"	"9"	"0"	"4"	"0"	"0"	"0"	"0"	"226"	"226"	"26"	"6"	"0"	"258"	"258"	"1"	"0"
"4311"	"3"	"1"	"16"	"2"	"400"	"11"	"3"	"22"	"17"	"16"	"32"	"10"	"15"	"2"	"2"	"4"	"3"	"9"	"16"	"8"	"5"	"2"	"5"	"9"	"12"	"7"	"11"	"31"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"259"	"259"	"23"	"8"	"0"	"290"	"290"	"1"	"0"
"4312"	"3"	"1"	"16"	"2"	"241"	"10"	"3"	"5"	"11"	"3"	"13"	"6"	"5"	"0"	"2"	"0"	"3"	"9"	"11"	"2"	"6"	"1"	"4"	"4"	"6"	"2"	"6"	"17"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"135"	"135"	"14"	"4"	"0"	"153"	"153"	"1"	"0"
"4313"	"3"	"1"	"16"	"2"	"240"	"4"	"0"	"9"	"10"	"7"	"14"	"4"	"6"	"0"	"0"	"0"	"2"	"6"	"11"	"3"	"7"	"0"	"1"	"5"	"5"	"3"	"2"	"10"	"3"	"1"	"2"	"0"	"0"	"0"	"0"	"115"	"115"	"8"	"2"	"0"	"125"	"125"	"1"	"0"
"4314"	"3"	"1"	"16"	"2"	"400"	"7"	"4"	"4"	"35"	"17"	"47"	"9"	"11"	"1"	"4"	"0"	"3"	"9"	"3"	"4"	"7"	"2"	"3"	"0"	"4"	"3"	"2"	"10"	"12"	"1"	"2"	"0"	"0"	"0"	"0"	"204"	"204"	"32"	"17"	"0"	"253"	"253"	"1"	"0"
"4315"	"3"	"1"	"16"	"2"	"400"	"12"	"7"	"3"	"22"	"17"	"55"	"7"	"23"	"1"	"4"	"5"	"1"	"7"	"3"	"3"	"3"	"2"	"8"	"5"	"9"	"3"	"1"	"16"	"15"	"0"	"3"	"0"	"0"	"0"	"0"	"234"	"235"	"23"	"25"	"0"	"283"	"283"	"0"	"0"
"4316"	"3"	"1"	"16"	"2"	"400"	"8"	"4"	"1"	"31"	"28"	"42"	"7"	"7"	"0"	"5"	"1"	"2"	"7"	"5"	"6"	"5"	"1"	"10"	"0"	"10"	"4"	"1"	"14"	"11"	"0"	"6"	"0"	"0"	"0"	"0"	"216"	"216"	"26"	"24"	"0"	"266"	"266"	"1"	"0"
"4317"	"3"	"1"	"16"	"2"	"400"	"9"	"4"	"5"	"28"	"15"	"35"	"5"	"10"	"0"	"5"	"1"	"1"	"8"	"4"	"7"	"4"	"10"	"5"	"7"	"11"	"8"	"2"	"13"	"15"	"3"	"3"	"0"	"0"	"0"	"0"	"218"	"218"	"30"	"17"	"0"	"265"	"265"	"1"	"0"
"4318"	"3"	"1"	"16"	"2"	"400"	"7"	"0"	"4"	"32"	"13"	"52"	"6"	"13"	"1"	"5"	"3"	"0"	"8"	"9"	"8"	"2"	"3"	"9"	"4"	"7"	"5"	"0"	"10"	"18"	"0"	"3"	"0"	"0"	"0"	"0"	"222"	"222"	"43"	"16"	"0"	"281"	"281"	"1"	"0"
"4319"	"3"	"1"	"16"	"2"	"400"	"4"	"5"	"7"	"26"	"20"	"53"	"6"	"10"	"0"	"1"	"3"	"2"	"2"	"4"	"4"	"5"	"3"	"8"	"6"	"4"	"3"	"0"	"12"	"9"	"0"	"5"	"0"	"0"	"0"	"0"	"202"	"202"	"29"	"7"	"0"	"238"	"238"	"1"	"0"
"4320"	"3"	"1"	"16"	"2"	"400"	"11"	"1"	"9"	"28"	"16"	"46"	"5"	"8"	"1"	"2"	"1"	"0"	"2"	"6"	"1"	"7"	"3"	"7"	"8"	"3"	"2"	"0"	"9"	"14"	"2"	"2"	"0"	"0"	"0"	"0"	"196"	"194"	"25"	"13"	"0"	"234"	"232"	"0"	"2"
"4321"	"3"	"1"	"16"	"2"	"400"	"4"	"4"	"2"	"34"	"11"	"49"	"11"	"9"	"2"	"5"	"1"	"2"	"7"	"7"	"5"	"3"	"1"	"6"	"4"	"6"	"5"	"3"	"10"	"11"	"1"	"4"	"0"	"0"	"0"	"0"	"207"	"207"	"25"	"17"	"0"	"249"	"249"	"1"	"0"
"4322"	"3"	"1"	"16"	"2"	"400"	"9"	"5"	"5"	"29"	"19"	"57"	"8"	"12"	"1"	"2"	"1"	"0"	"7"	"7"	"5"	"2"	"1"	"10"	"5"	"10"	"2"	"1"	"12"	"10"	"0"	"4"	"0"	"0"	"0"	"0"	"224"	"224"	"20"	"12"	"0"	"256"	"256"	"1"	"0"
"4323"	"3"	"1"	"16"	"2"	"400"	"4"	"3"	"5"	"36"	"16"	"53"	"10"	"5"	"1"	"4"	"3"	"2"	"12"	"3"	"6"	"1"	"1"	"4"	"7"	"3"	"2"	"0"	"13"	"9"	"3"	"7"	"0"	"0"	"0"	"0"	"213"	"213"	"31"	"22"	"0"	"266"	"266"	"1"	"0"
"4324"	"3"	"1"	"16"	"2"	"397"	"8"	"3"	"5"	"29"	"20"	"45"	"4"	"7"	"2"	"4"	"1"	"5"	"11"	"4"	"2"	"5"	"1"	"9"	"1"	"7"	"2"	"2"	"12"	"10"	"1"	"5"	"0"	"0"	"0"	"0"	"205"	"205"	"26"	"18"	"0"	"249"	"249"	"1"	"0"
"4325"	"3"	"1"	"16"	"2"	"397"	"3"	"5"	"5"	"35"	"12"	"64"	"12"	"14"	"2"	"2"	"3"	"0"	"6"	"4"	"1"	"4"	"4"	"3"	"5"	"5"	"4"	"0"	"7"	"14"	"0"	"2"	"0"	"0"	"0"	"0"	"216"	"216"	"20"	"12"	"0"	"248"	"248"	"1"	"0"
"4326"	"3"	"1"	"16"	"2"	"400"	"13"	"2"	"4"	"22"	"10"	"57"	"16"	"5"	"0"	"1"	"1"	"1"	"6"	"3"	"2"	"3"	"0"	"5"	"5"	"11"	"3"	"3"	"9"	"17"	"0"	"4"	"0"	"0"	"0"	"0"	"203"	"203"	"24"	"18"	"0"	"245"	"245"	"1"	"0"
"4327"	"3"	"1"	"16"	"2"	"400"	"10"	"4"	"3"	"30"	"20"	"58"	"8"	"12"	"1"	"2"	"1"	"1"	"5"	"1"	"1"	"3"	"9"	"9"	"6"	"1"	"2"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"18"	"17"	"0"	"232"	"232"	"1"	"0"
"4328"	"3"	"1"	"16"	"2"	"400"	"4"	"3"	"4"	"33"	"17"	"51"	"13"	"9"	"0"	"4"	"2"	"2"	"7"	"4"	"1"	"1"	"1"	"4"	"4"	"4"	"0"	"2"	"7"	"10"	"2"	"1"	"0"	"0"	"0"	"0"	"190"	"190"	"20"	"11"	"0"	"221"	"221"	"1"	"0"
"4329"	"3"	"1"	"16"	"2"	"341"	"6"	"2"	"14"	"17"	"12"	"49"	"4"	"12"	"1"	"3"	"2"	"2"	"7"	"2"	"4"	"7"	"2"	"3"	"3"	"5"	"2"	"4"	"12"	"13"	"3"	"5"	"0"	"0"	"0"	"0"	"196"	"196"	"16"	"3"	"0"	"215"	"215"	"1"	"0"
"4330"	"3"	"1"	"16"	"2"	"341"	"3"	"3"	"5"	"13"	"14"	"47"	"11"	"6"	"0"	"4"	"2"	"3"	"2"	"2"	"1"	"6"	"0"	"7"	"5"	"5"	"2"	"3"	"12"	"5"	"2"	"2"	"0"	"0"	"0"	"0"	"165"	"165"	"19"	"2"	"0"	"186"	"186"	"1"	"0"
"4331"	"3"	"1"	"16"	"2"	"400"	"13"	"4"	"10"	"38"	"24"	"33"	"6"	"11"	"0"	"2"	"1"	"2"	"8"	"6"	"5"	"8"	"1"	"7"	"10"	"8"	"0"	"1"	"15"	"14"	"0"	"5"	"0"	"0"	"0"	"0"	"232"	"232"	"35"	"14"	"0"	"281"	"281"	"1"	"0"
"4332"	"3"	"1"	"16"	"2"	"219"	"9"	"4"	"10"	"10"	"13"	"9"	"1"	"4"	"2"	"2"	"2"	"3"	"4"	"7"	"3"	"6"	"1"	"3"	"1"	"7"	"2"	"1"	"13"	"9"	"0"	"1"	"0"	"0"	"0"	"0"	"127"	"127"	"8"	"12"	"0"	"147"	"147"	"1"	"0"
"4333"	"3"	"1"	"16"	"2"	"218"	"4"	"3"	"3"	"13"	"8"	"20"	"4"	"4"	"0"	"0"	"4"	"2"	"2"	"5"	"2"	"8"	"1"	"0"	"3"	"5"	"2"	"0"	"7"	"8"	"2"	"2"	"0"	"0"	"0"	"0"	"112"	"112"	"10"	"5"	"0"	"127"	"127"	"1"	"0"
"4334"	"3"	"1"	"16"	"2"	"380"	"11"	"10"	"9"	"17"	"20"	"14"	"3"	"21"	"1"	"3"	"4"	"3"	"8"	"12"	"4"	"0"	"1"	"12"	"7"	"3"	"12"	"2"	"21"	"10"	"1"	"5"	"0"	"0"	"0"	"0"	"215"	"214"	"24"	"7"	"0"	"246"	"245"	"0"	"0"
"4335"	"3"	"1"	"16"	"2"	"376"	"19"	"8"	"6"	"22"	"27"	"19"	"5"	"15"	"1"	"5"	"0"	"12"	"17"	"18"	"6"	"3"	"1"	"7"	"8"	"5"	"17"	"1"	"9"	"7"	"0"	"2"	"0"	"0"	"0"	"0"	"240"	"240"	"16"	"8"	"0"	"264"	"264"	"1"	"0"
"4336"	"3"	"1"	"16"	"2"	"379"	"11"	"3"	"5"	"15"	"24"	"14"	"6"	"17"	"2"	"2"	"2"	"4"	"13"	"19"	"8"	"1"	"2"	"4"	"7"	"8"	"16"	"3"	"14"	"12"	"1"	"4"	"0"	"0"	"0"	"0"	"237"	"217"	"12"	"11"	"0"	"250"	"240"	"0"	"0"
"4337"	"3"	"1"	"16"	"2"	"380"	"13"	"3"	"14"	"23"	"20"	"11"	"3"	"22"	"0"	"8"	"0"	"3"	"8"	"25"	"3"	"2"	"1"	"5"	"3"	"9"	"9"	"1"	"17"	"14"	"1"	"3"	"0"	"0"	"0"	"0"	"221"	"221"	"22"	"11"	"0"	"254"	"254"	"1"	"0"
"4338"	"3"	"1"	"16"	"1"	"380"	"20"	"3"	"3"	"13"	"24"	"8"	"5"	"17"	"1"	"2"	"5"	"3"	"10"	"15"	"13"	"0"	"4"	"6"	"10"	"6"	"12"	"2"	"22"	"7"	"1"	"5"	"0"	"0"	"0"	"0"	"217"	"217"	"30"	"10"	"0"	"257"	"257"	"1"	"1"
"4339"	"3"	"1"	"16"	"2"	"380"	"13"	"8"	"9"	"25"	"25"	"13"	"8"	"1"	"2"	"2"	"4"	"5"	"6"	"15"	"9"	"3"	"1"	"7"	"8"	"8"	"8"	"1"	"10"	"11"	"5"	"3"	"0"	"0"	"0"	"0"	"220"	"210"	"26"	"8"	"0"	"254"	"244"	"0"	"0"
"4340"	"3"	"1"	"16"	"2"	"0"	"12"	"3"	"5"	"21"	"19"	"10"	"8"	"19"	"3"	"2"	"4"	"6"	"17"	"19"	"12"	"1"	"0"	"7"	"5"	"8"	"10"	"3"	"16"	"16"	"1"	"7"	"0"	"0"	"0"	"0"	"234"	"234"	"22"	"14"	"0"	"270"	"270"	"1"	"0"
"4341"	"3"	"1"	"16"	"1"	"380"	"16"	"1"	"11"	"19"	"22"	"14"	"4"	"16"	"2"	"2"	"1"	"8"	"12"	"20"	"8"	"0"	"1"	"8"	"9"	"6"	"1"	"8"	"12"	"20"	"8"	"0"	"1"	"8"	"9"	"6"	"228"	"228"	"24"	"13"	"0"	"265"	"265"	"1"	"0"
"4342"	"3"	"1"	"16"	"2"	"0"	"14"	"1"	"8"	"17"	"24"	"7"	"3"	"12"	"0"	"6"	"2"	"1"	"10"	"19"	"7"	"2"	"1"	"7"	"6"	"11"	"16"	"2"	"10"	"18"	"1"	"6"	"0"	"0"	"0"	"0"	"211"	"211"	"25"	"16"	"0"	"0"	"252"	"0"	"0"
"4343"	"3"	"1"	"16"	"1"	"0"	"16"	"3"	"14"	"20"	"18"	"13"	"1"	"13"	"4"	"1"	"3"	"8"	"9"	"14"	"6"	"2"	"0"	"3"	"9"	"7"	"12"	"1"	"10"	"11"	"2"	"3"	"0"	"0"	"0"	"0"	"203"	"203"	"33"	"15"	"0"	"0"	"251"	"0"	"0"
"4344"	"3"	"1"	"16"	"1"	"380"	"9"	"2"	"9"	"14"	"31"	"15"	"4"	"11"	"1"	"5"	"2"	"8"	"6"	"20"	"11"	"2"	"1"	"7"	"13"	"10"	"2"	"8"	"6"	"20"	"11"	"2"	"1"	"7"	"13"	"10"	"239"	"239"	"33"	"9"	"0"	"281"	"281"	"1"	"0"
"4345"	"3"	"1"	"16"	"2"	"380"	"10"	"3"	"10"	"21"	"27"	"8"	"2"	"15"	"0"	"2"	"5"	"13"	"10"	"20"	"15"	"6"	"0"	"6"	"7"	"12"	"12"	"4"	"13"	"15"	"1"	"2"	"0"	"0"	"0"	"0"	"239"	"239"	"33"	"8"	"0"	"280"	"280"	"1"	"0"
"4346"	"3"	"1"	"16"	"1"	"0"	"11"	"6"	"10"	"16"	"22"	"13"	"3"	"25"	"1"	"3"	"1"	"7"	"8"	"17"	"7"	"3"	"3"	"3"	"9"	"8"	"14"	"1"	"6"	"10"	"1"	"1"	"0"	"0"	"0"	"0"	"209"	"209"	"30"	"9"	"0"	"248"	"248"	"1"	"0"
"4347"	"3"	"1"	"16"	"1"	"380"	"8"	"7"	"6"	"18"	"23"	"16"	"12"	"14"	"0"	"5"	"2"	"6"	"7"	"19"	"5"	"1"	"2"	"12"	"8"	"7"	"2"	"6"	"7"	"19"	"5"	"1"	"2"	"12"	"8"	"7"	"230"	"230"	"27"	"10"	"0"	"267"	"267"	"1"	"0"
"4348"	"3"	"1"	"16"	"2"	"380"	"11"	"3"	"15"	"25"	"25"	"9"	"2"	"14"	"1"	"5"	"1"	"4"	"8"	"18"	"3"	"3"	"0"	"3"	"4"	"5"	"12"	"2"	"12"	"11"	"0"	"3"	"0"	"0"	"0"	"0"	"199"	"199"	"27"	"18"	"0"	"244"	"244"	"1"	"0"
"4349"	"3"	"1"	"16"	"1"	"380"	"9"	"5"	"8"	"19"	"19"	"11"	"5"	"19"	"2"	"3"	"5"	"3"	"11"	"26"	"5"	"0"	"2"	"7"	"9"	"2"	"13"	"0"	"16"	"9"	"2"	"3"	"0"	"0"	"0"	"0"	"213"	"213"	"23"	"12"	"0"	"248"	"248"	"1"	"0"
"4350"	"3"	"1"	"16"	"2"	"379"	"9"	"1"	"16"	"13"	"31"	"9"	"2"	"13"	"1"	"1"	"1"	"6"	"9"	"17"	"18"	"3"	"1"	"6"	"12"	"5"	"10"	"4"	"16"	"10"	"4"	"6"	"0"	"0"	"0"	"0"	"224"	"224"	"23"	"7"	"0"	"254"	"254"	"1"	"0"
"4351"	"3"	"1"	"16"	"2"	"380"	"7"	"4"	"13"	"8"	"27"	"13"	"4"	"14"	"1"	"4"	"3"	"1"	"11"	"32"	"3"	"2"	"2"	"10"	"4"	"7"	"5"	"1"	"21"	"7"	"1"	"4"	"0"	"0"	"0"	"0"	"209"	"209"	"16"	"4"	"0"	"229"	"229"	"1"	"0"
"4352"	"3"	"1"	"16"	"2"	"380"	"10"	"6"	"16"	"9"	"26"	"8"	"2"	"10"	"0"	"3"	"2"	"6"	"10"	"20"	"18"	"0"	"1"	"4"	"6"	"4"	"5"	"2"	"29"	"6"	"0"	"6"	"0"	"0"	"0"	"0"	"209"	"209"	"29"	"3"	"0"	"241"	"241"	"1"	"0"
"4353"	"3"	"1"	"16"	"2"	"380"	"20"	"3"	"11"	"14"	"32"	"11"	"1"	"14"	"0"	"2"	"3"	"0"	"4"	"16"	"17"	"3"	"1"	"4"	"7"	"11"	"7"	"1"	"15"	"13"	"0"	"3"	"0"	"0"	"0"	"0"	"216"	"213"	"18"	"6"	"0"	"240"	"237"	"0"	"0"
"4354"	"3"	"1"	"16"	"2"	"377"	"12"	"3"	"13"	"15"	"22"	"10"	"3"	"14"	"0"	"2"	"0"	"4"	"14"	"18"	"8"	"3"	"4"	"4"	"5"	"5"	"12"	"5"	"8"	"4"	"1"	"3"	"0"	"0"	"0"	"0"	"192"	"192"	"29"	"9"	"0"	"230"	"230"	"1"	"0"
"4355"	"3"	"1"	"16"	"1"	"380"	"6"	"5"	"15"	"18"	"26"	"10"	"3"	"18"	"2"	"2"	"2"	"3"	"7"	"21"	"9"	"3"	"0"	"7"	"3"	"6"	"10"	"2"	"14"	"11"	"4"	"5"	"0"	"0"	"0"	"0"	"212"	"212"	"26"	"10"	"0"	"248"	"248"	"1"	"0"
"4356"	"3"	"1"	"16"	"1"	"380"	"4"	"5"	"16"	"19"	"21"	"14"	"2"	"11"	"4"	"1"	"2"	"4"	"14"	"19"	"10"	"4"	"2"	"3"	"4"	"6"	"8"	"1"	"14"	"14"	"1"	"2"	"0"	"0"	"0"	"0"	"205"	"205"	"27"	"7"	"0"	"239"	"239"	"1"	"0"
"4357"	"3"	"1"	"16"	"1"	"380"	"8"	"4"	"9"	"12"	"26"	"11"	"3"	"13"	"1"	"0"	"3"	"7"	"12"	"17"	"13"	"4"	"1"	"9"	"4"	"5"	"9"	"3"	"19"	"9"	"5"	"5"	"0"	"0"	"0"	"0"	"212"	"212"	"25"	"18"	"0"	"255"	"255"	"1"	"0"
"4358"	"3"	"1"	"16"	"1"	"380"	"9"	"6"	"11"	"11"	"21"	"14"	"2"	"14"	"0"	"3"	"2"	"4"	"23"	"19"	"9"	"3"	"2"	"3"	"5"	"5"	"7"	"0"	"25"	"9"	"0"	"7"	"0"	"0"	"0"	"0"	"214"	"214"	"18"	"5"	"0"	"237"	"237"	"1"	"0"
"4359"	"3"	"1"	"16"	"1"	"380"	"7"	"7"	"13"	"16"	"27"	"16"	"3"	"14"	"1"	"0"	"3"	"8"	"15"	"20"	"9"	"1"	"0"	"4"	"6"	"6"	"3"	"8"	"15"	"20"	"9"	"1"	"0"	"4"	"6"	"6"	"224"	"224"	"16"	"8"	"0"	"248"	"248"	"1"	"0"
"4360"	"3"	"1"	"16"	"1"	"380"	"10"	"4"	"8"	"16"	"17"	"5"	"3"	"14"	"0"	"2"	"4"	"2"	"15"	"13"	"6"	"1"	"1"	"4"	"9"	"9"	"11"	"2"	"10"	"12"	"0"	"4"	"0"	"0"	"0"	"0"	"183"	"182"	"28"	"6"	"6"	"217"	"216"	"0"	"0"
"4361"	"3"	"1"	"16"	"1"	"380"	"9"	"7"	"9"	"15"	"25"	"12"	"6"	"18"	"0"	"3"	"5"	"4"	"22"	"24"	"4"	"4"	"0"	"4"	"3"	"4"	"8"	"1"	"2"	"6"	"1"	"4"	"0"	"0"	"0"	"0"	"220"	"200"	"28"	"8"	"0"	"256"	"236"	"0"	"0"
"4362"	"3"	"1"	"16"	"1"	"375"	"15"	"1"	"16"	"12"	"29"	"6"	"2"	"13"	"1"	"2"	"0"	"3"	"16"	"21"	"5"	"0"	"1"	"6"	"5"	"14"	"10"	"6"	"18"	"10"	"2"	"3"	"0"	"0"	"0"	"0"	"217"	"217"	"42"	"0"	"0"	"259"	"259"	"1"	"1"
"4363"	"3"	"1"	"16"	"1"	"380"	"11"	"5"	"8"	"14"	"24"	"9"	"5"	"17"	"1"	"8"	"3"	"8"	"16"	"26"	"13"	"2"	"3"	"2"	"7"	"11"	"3"	"8"	"16"	"26"	"13"	"2"	"3"	"2"	"7"	"11"	"234"	"234"	"29"	"9"	"0"	"272"	"272"	"1"	"0"
"4364"	"3"	"1"	"16"	"1"	"380"	"8"	"7"	"17"	"10"	"22"	"12"	"5"	"15"	"0"	"4"	"4"	"3"	"14"	"22"	"13"	"3"	"6"	"4"	"7"	"7"	"6"	"2"	"19"	"16"	"1"	"4"	"0"	"0"	"0"	"0"	"231"	"231"	"32"	"12"	"0"	"275"	"275"	"1"	"0"
"4365"	"3"	"1"	"16"	"1"	"380"	"15"	"1"	"9"	"14"	"22"	"13"	"3"	"20"	"1"	"3"	"5"	"8"	"17"	"20"	"4"	"1"	"2"	"7"	"4"	"7"	"9"	"5"	"20"	"6"	"1"	"3"	"0"	"0"	"0"	"0"	"220"	"220"	"37"	"12"	"0"	"269"	"269"	"1"	"0"
"4366"	"3"	"1"	"16"	"1"	"380"	"10"	"6"	"10"	"15"	"39"	"15"	"3"	"9"	"2"	"1"	"3"	"9"	"3"	"20"	"6"	"4"	"2"	"10"	"5"	"8"	"3"	"9"	"3"	"20"	"6"	"4"	"2"	"10"	"5"	"8"	"233"	"233"	"21"	"12"	"0"	"266"	"266"	"1"	"0"
"4367"	"3"	"1"	"16"	"1"	"380"	"16"	"6"	"7"	"16"	"18"	"12"	"6"	"22"	"0"	"4"	"2"	"6"	"19"	"13"	"7"	"0"	"2"	"6"	"7"	"3"	"12"	"1"	"14"	"12"	"1"	"5"	"0"	"0"	"0"	"0"	"217"	"217"	"27"	"11"	"0"	"255"	"255"	"1"	"0"
"4368"	"3"	"1"	"16"	"1"	"380"	"11"	"16"	"3"	"15"	"19"	"16"	"7"	"6"	"11"	"3"	"8"	"6"	"14"	"2"	"1"	"2"	"19"	"16"	"8"	"3"	"1"	"1"	"5"	"9"	"3"	"6"	"0"	"0"	"0"	"0"	"211"	"211"	"28"	"15"	"1"	"254"	"254"	"1"	"1"
"4369"	"3"	"1"	"16"	"2"	"252"	"11"	"6"	"11"	"23"	"25"	"9"	"8"	"15"	"0"	"4"	"0"	"0"	"7"	"19"	"10"	"0"	"2"	"5"	"2"	"4"	"8"	"3"	"18"	"14"	"2"	"1"	"0"	"0"	"0"	"0"	"207"	"207"	"28"	"17"	"0"	"252"	"252"	"1"	"0"
"4370"	"3"	"1"	"16"	"2"	"247"	"8"	"5"	"12"	"17"	"13"	"9"	"3"	"19"	"2"	"2"	"1"	"3"	"11"	"25"	"8"	"6"	"2"	"10"	"8"	"6"	"7"	"2"	"13"	"10"	"2"	"9"	"0"	"0"	"0"	"0"	"213"	"213"	"26"	"8"	"0"	"247"	"247"	"1"	"0"
"4371"	"3"	"1"	"16"	"2"	"380"	"10"	"3"	"13"	"17"	"22"	"5"	"2"	"17"	"0"	"5"	"0"	"2"	"8"	"12"	"11"	"3"	"1"	"8"	"4"	"7"	"8"	"4"	"19"	"14"	"1"	"1"	"0"	"0"	"0"	"0"	"197"	"197"	"28"	"14"	"0"	"239"	"239"	"1"	"0"
"4372"	"3"	"1"	"16"	"2"	"380"	"13"	"2"	"10"	"19"	"23"	"10"	"8"	"12"	"1"	"10"	"2"	"4"	"12"	"18"	"10"	"1"	"1"	"6"	"9"	"6"	"14"	"2"	"10"	"13"	"0"	"3"	"0"	"0"	"0"	"0"	"219"	"219"	"16"	"11"	"0"	"246"	"246"	"1"	"0"
"4373"	"3"	"1"	"16"	"2"	"380"	"4"	"2"	"12"	"12"	"23"	"16"	"2"	"21"	"1"	"7"	"0"	"4"	"9"	"12"	"6"	"3"	"2"	"3"	"4"	"4"	"14"	"2"	"14"	"13"	"0"	"4"	"0"	"0"	"0"	"0"	"240"	"194"	"26"	"20"	"0"	"240"	"240"	"0"	"1"
"4374"	"3"	"1"	"16"	"2"	"380"	"11"	"7"	"8"	"16"	"20"	"20"	"1"	"15"	"3"	"3"	"1"	"3"	"13"	"15"	"10"	"1"	"1"	"7"	"6"	"4"	"9"	"0"	"8"	"20"	"0"	"7"	"0"	"0"	"0"	"0"	"209"	"209"	"20"	"11"	"0"	"240"	"240"	"1"	"0"
"4375"	"3"	"1"	"16"	"2"	"377"	"14"	"8"	"9"	"22"	"15"	"17"	"5"	"11"	"1"	"0"	"1"	"5"	"9"	"14"	"6"	"1"	"4"	"4"	"13"	"7"	"13"	"0"	"12"	"12"	"0"	"2"	"0"	"0"	"0"	"0"	"236"	"205"	"22"	"9"	"140"	"236"	"236"	"0"	"0"
"4376"	"3"	"1"	"16"	"2"	"0"	"12"	"4"	"10"	"17"	"17"	"12"	"2"	"11"	"0"	"3"	"0"	"4"	"6"	"10"	"2"	"2"	"1"	"7"	"7"	"7"	"23"	"3"	"19"	"10"	"0"	"4"	"0"	"0"	"0"	"0"	"193"	"193"	"16"	"6"	"0"	"215"	"215"	"1"	"0"
"4377"	"3"	"1"	"16"	"2"	"380"	"11"	"6"	"11"	"18"	"26"	"11"	"3"	"4"	"2"	"2"	"1"	"7"	"8"	"10"	"8"	"2"	"2"	"5"	"7"	"5"	"6"	"2"	"12"	"13"	"2"	"3"	"0"	"0"	"0"	"0"	"187"	"187"	"36"	"8"	"0"	"231"	"231"	"1"	"0"
"4378"	"3"	"1"	"16"	"1"	"380"	"11"	"1"	"13"	"15"	"19"	"14"	"4"	"11"	"2"	"1"	"1"	"6"	"7"	"12"	"7"	"2"	"2"	"7"	"6"	"4"	"1"	"6"	"7"	"12"	"7"	"2"	"2"	"7"	"6"	"4"	"186"	"166"	"20"	"8"	"0"	"214"	"194"	"0"	"0"
